target,text,nltk_clean_text,spacy_clean_text
1,Good Morning everyone  Im soooooo happy and i dont know why ?!,good morning everyone im soooooo happy dont know,good morning m soooooo happy not know
1,"Oasis today is going to be muddy, wellies are out tho so can only mean one thing! Its SUMMER! 22 days till glasto  then 31 to TITP woooo!!",oasis today going muddy wellies tho mean one thing summer 22 day till glasto 31 titp woooo,oasis today go muddy wellie tho mean thing summer day till glasto titp woooo
0,Ugh. Why is it all these online multiplayer games don't let you play co-op locally? ,ugh online multiplayer game dont let play coop locally,ugh online multiplayer game not let play coop locally
0,QNap crashed again. RAID crisis  But it is sunny outside... Win!,qnap crashed raid crisis sunny outside win,qnap crash raid crisis sunny outside win
0,Finally just sucking it up and giving my express jeans away. I love them... They're just so big.  bye jeans! I love you!,finally sucking giving express jean away love theyre big bye jean love,finally suck give express jean away love big bye jean love
0,@Imaginations revising again it feels like I've done nothing but revision for the past 2 weeks ,revising feel like ive done nothing revision past 2 week,revise feel like ve revision past week
1,oop! saddle ranch is too busy. Off to Jerry's ,oop saddle ranch busy jerry,oop saddle ranch busy jerrys
1,"Now, I'm listening to &quot;Clear By: Miley Cyrus. Really awesome song!! ",im listening quotclear miley cyrus really awesome song,m listen quotclear miley cyrus awesome song
0,someone cracked my twitt password.  gee...,someone cracked twitt password gee,crack twitt password gee
1,"We dicided to go back to OH/PA in August. I was gonna take the time off, but I've decided to pick up some freelance gigs there ",dicided go back ohpa august gonna take time ive decided pick freelance gig,dicide ohpa august go to time ve decide pick freelance gig
0,"I need to get out of town.  I watched Surf's Up and now I'm dying to go to the beach, haha. Thanks a lot, stupid surfing penguins!!!",need get town watched surf im dying go beach haha thanks lot stupid surfing penguin,need town watch surfs m die beach haha thank lot stupid surfing penguin
0,@ddlovato hey demi heyy! i love you &amp; u rock! i wish i could meet you ,hey demi heyy love amp u rock wish could meet,hey demi heyy love amp u rock wish meet
1,@meristemstudio I am so jealous!  and I am sooo awakeee!! Argg,jealous sooo awakeee argg,jealous sooo awakeee argg
0,You know what I dont like? When you try to change your twitter background &amp; it says it worked.. but it didnt ,know dont like try change twitter background amp say worked didnt,know not like try change twitter background amp say work not
1,ive waited 9 yrs &amp; since we ordered the tickets for this day... FINALLY going to see coldplay in concert tonight!!!! so excited!!! ,ive waited 9 yr amp since ordered ticket day finally going see coldplay concert tonight excited,ve wait yrs amp order ticket day finally go coldplay concert tonight excited
1,@ablondiemoment There was food involved too  but I didn't get home until 5:30 so lunch pretty much lasted until dinnertime...,food involved didnt get home 530 lunch pretty much lasted dinnertime,food involve not home lunch pretty last dinnertime
0,I want 2 wish my dad a happy Father's Day but all I remember was him whoopin my ass. Damn all I wanted was a G.I. Joe ,want 2 wish dad happy father day remember whoopin as damn wanted gi joe,want wish dad happy fathers day remember whoopin ass damn want gi joe
1,Sitting in my room with all the lights off watching the the thunder and rain. It's frightening but wonderful all at the same time. ,sitting room light watching thunder rain frightening wonderful time,sit room light watch thunder rain frightening wonderful time
1,@Wolfgang_ @GrowlyBear Some would argue that it is only 1 of the fashion capitals. Like Milan and New York for example ,_ would argue 1 fashion capital like milan new york example,argue fashion capital like milan new york example
0,Just walked out of my high school prom  I feel kinda old...,walked high school prom feel kinda old,walk high school prom feel kinda old
1,"@justinphillip  have a sweet day with your mom, Justin! you have any plan today with your mom???",sweet day mom justin plan today mom,sweet day mom justin plan today mom
1,"Goodnight, all of you lovely people.  A special hug for @organdon4life and her friend #Tara.   May we all have such sweet friends. ",goodnight lovely people special hug friend may sweet friend,goodnight lovely people special hug friend sweet friend
1,@trevoryoung you have me in hysterics! Seriously! You are one funny dude! Yet stop crying-ur beat! ,hysteric seriously one funny dude yet stop cryingur beat,hysteric seriously funny dude stop cryingur beat
1,"just made a taxi reservation ~ heading back to the land of the dinos tomorrow, but first, Star Wars Weekends @ Disney! ",made taxi reservation heading back land dinos tomorrow first star war weekend disney,taxi reservation head land dino tomorrow star wars weekend disney
1,Long fun weekend with the LG ,long fun weekend lg,long fun weekend lg
1,Good afternoon everyone. I'm cleaning off my desk today of MESS.  Its so needed.   ,good afternoon everyone im cleaning desk today mess needed,good afternoon m clean desk today mess needed
1,@sing2u  sorry for late response...have not been on lately!  doing fine! thanks so much for asking!  How are you??  Took some quiet time ,sorry late responsehave lately fine thanks much asking took quiet time,sorry late responsehave lately fine thank ask take quiet time
0,two hundred and ten dollars. Thts how much i gotta pay for the curfew ticket  bummer,two hundred ten dollar thts much gotta pay curfew ticket bummer,dollar thts get to pay curfew ticket bummer
0,then we were still there 2day. we went swimmin an i got sunburned bad... my whole face is red like a tomato. sad. it burns. ,still 2day went swimmin got sunburned bad whole face red like tomato sad burn,day go swimmin got sunburn bad face red like tomato sad burn
0,Please sleep well tonight  and no more weird dreams,please sleep well tonight weird dream,sleep tonight weird dream
1,@Paullebars LOVE that song! ,love song,love song
0,gutted i cant manage little italy's tonight  but i fear i would see it again if i went...feeling like shite right now.,gutted cant manage little italy tonight fear would see wentfeeling like shite right,gutte not manage little italys tonight fear wentfeele like shite right
0,@RoShine a month ago still haven't loaded up a pic yet tho ,month ago still havent loaded pic yet tho,month ago not load pic tho
0,"Driven from Morecambe where the sun is shining, to Sunderland, where it isn't. ",driven morecambe sun shining sunderland isnt,drive morecambe sun shine sunderland not
1,@LoonyBookworm damn it was champagne ,damn champagne,damn champagne
0,@sonzilla yeah... Sick as. It's not cool being sick on a sunny weekend ,yeah sick cool sick sunny weekend,yeah sick cool sick sunny weekend
1,the food was a HiT!  lol..now just chillaxinn withh tha famm.  ALL COUSiNS ARE HEREE! PEAACE?ï¿½,food hit lolnow chillaxinn withh tha famm cousin heree peaace,food hit lolnow chillaxinn withh tha famm cousins heree peaace
1,@katietrang06 work trang work! you can do it!  haha,work trang work haha,work trang work haha
1,@funegrl262 @Bunnyfufu hey you're in sunny Florida so don't complain ;). I didn't ask for 90 degree bedrooms in Chicago ,hey youre sunny florida dont complain didnt ask 90 degree bedroom chicago,hey sunny florida not complain not ask degree bedroom chicago
1,"Yep. Not sure why it seems so difficult, but fixing these problems help pay the mortgage.  Have you seen @ApostropheHelp ?",yep sure seems difficult fixing problem help pay mortgage seen,yep sure difficult fix problem help pay mortgage see
1,"@AlexAllTimeLow Tweet #Jizzersforlife  We're FBR fans, we're jizztastic, and we're trying to make it onto the TT. Help us out? Thanks!",tweet fbr fan jizztastic trying make onto tt help u thanks,tweet fbr fan jizztastic try tt help thank
1,@emclev Have a safe trip &amp; lovely day ,safe trip amp lovely day,safe trip amp lovely day
0,Just saw her makeup kit's covered with bronze glittery eyeshadow ,saw makeup kit covered bronze glittery eyeshadow,see makeup kit cover bronze glittery eyeshadow
0,back in the lab waiting on my optical density so I can image. . . anticipating a late night ,back lab waiting optical density image anticipating late night,lab wait optical density image anticipate late night
1,@Mediamum (cheering) You are teh amazing lady ,cheering teh amazing lady,cheer teh amazing lady
0,"it ended before it even started. - this wont be long. 30th June, 13 more days. Iâm so scared  it should be... http://tumblr.com/xh822hz43",ended even started wont long 30th june 13 day im scared,end start will not long th june day m scared
0,has to get up at 6 tm ,get 6 tm,tm
1,"@ElectricTouch just wait till you get locked out for an hour because of your Tweet-addiction .  Yes you can over-tweet, trust me ",wait till get locked hour tweetaddiction yes overtweet trust,wait till lock hour tweetaddiction yes overtweet trust
0,My heart got broken tonight ,heart got broken tonight,heart got break tonight
1,"@19MarkAttack exam... And I'm pretty sure I didn't do well on this one! Yeah, it was good! ",exam im pretty sure didnt well one yeah good,exam m pretty sure not yeah good
1,@BentoSet woops no WIWT link ,woops wiwt link,woop wiwt link
0,@bakatadi what are you in for? ,,
1,decisions decisions.... mootools on modx OR kss on plone ,decision decision mootools modx ks plone,decision decision mootool modx kss plone
1,@gillianshaw i love reading your article...keep a watch on your wireless in SUN Weekend extra  reading it right now  ,love reading articlekeep watch wireless sun weekend extra reading right,love read articlekeep watch wireless sun weekend extra read right
1,The sun is shining!! ,sun shining,sun shine
1,@AmandaChanguris Quynn's Attic. Yum! They also offer a 10% member2member discount for Chamber members. ,quynns attic yum also offer 10 member2member discount chamber member,quynns attic yum offer membermember discount chamber member
1,i love youtube  im off to bed now going to sleep with @amanda  love you all,love youtube im bed going sleep love,love youtube m bed go sleep love
0,has just been told he needs to start running everyday and swimming three times a week to get fit ,told need start running everyday swimming three time week get fit,tell need start run everyday swim time week fit
0,This weather is ridiculous...when will the summer start!! ,weather ridiculouswhen summer start,weather ridiculouswhen summer start
0,@DaRiddler352 I've always had sleeping problems since HS...but these past few weeks or should I say mnths hav been horrific! ,ive always sleeping problem since hsbut past week say mnths hav horrific,ve sleeping problem hsbut past week mnth hav horrific
0,Back 2 work  lunch was not long enough,back 2 work lunch long enough,work lunch long
0,wishing for a time machine that will let me skip the next three days so i can get home without having to wait for 96 hours. ,wishing time machine let skip next three day get home without wait 96 hour,wish time machine let skip day home have wait hour
1,http://twitpic.com/6smdl - Oh.. this would be your wife commenting. Not yourself. ,oh would wife commenting,oh wife comment
1,@maria22md nothing  was just glad to see you onine ^^,nothing glad see onine ^^,glad onine ^^
1,"@ my grandma's haws, mihiii my dad's here. and my sister will be home soon. yiiihi! what a wonderful day ",grandma haw mihiii dad sister home soon yiiihi wonderful day,grandmas haw mihiii dad sister home soon yiiihi wonderful day
1,It's wine o'clock! ,wine oclock,wine oclock
1,@bostonmarketer cool!  Will look for new BzzAgent blog.  I'm a BzzAgent ,cool look new bzzagent blog im bzzagent,cool look new bzzagent blog m bzzagent
1,"@cptalbertwesker I did that the other day, they're not bad, they're funny to watch  specially don't forget to save!",day theyre bad theyre funny watch specially dont forget save,day bad funny watch specially not forget save
1,@kylie_minogue Hi. your songs are amazing. just wanted you to know. amazing ,_minogue hi song amazing wanted know amazing,minogue hi song amazing want know amazing
0,Miss talking to you...  / Still haven't been able to listen to Kyuutai in peace! D: But liking it so far...,miss talking still havent able listen kyuutai peace liking far,miss talk not able listen kyuutai peace d like far
0,"@johncmayer,why so hostile? ",hostile,hostile
1,any one heading up to ynot festivle this year ??  http://www.ynotfestivals.co.uk/ ..... im photographing it ,one heading ynot festivle year im photographing,head ynot festivle year m photograph
1,watching the nanny  best sitcom ever love fran drescher XD,watching nanny best sitcom ever love fran drescher xd,watch nanny good sitcom love fran drescher xd
0,My external HDD sometimes fails to get recognized by Windows. I think problem might be conflict with USB hub. It's not fun to use anymore ,external hdd sometimes fails get recognized window think problem might conflict usb hub fun use anymore,external hdd fail recognize windows think problem conflict usb hub fun use anymore
1,"@susiane o dougie, tom, harry, e danny tem twitter, siga eles  se quiser.. eu te passo o twitter deles.",dougie tom harry e danny tem twitter siga eles se quiser eu te passo twitter deles,o dougie tom harry e danny tem twitter siga eles se quiser eu te passo o twitter dele
0,Domi had to go off. Sher's using E-buddy now.  No! No one to mic with anymore. xD,domi go shers using ebuddy one mic anymore xd,domi sher ebuddy mic anymore xd
0,Im just thinking bout life. I need my bed. My fiance is in bed first ,im thinking bout life need bed fiance bed first,m think bout life need bed fiance bed
0,@QueenSapphyre No money for candy ,money candy,money candy
1,I just met the very beautiful @mellalicious when she popped in with the gawjus kidlets ,met beautiful popped gawjus kidlets,meet beautiful pop gawjus kidlet
0,@ImajicArt  bugger!,bugger,bugger
1,@CSick09 dat is VERY ironic  and yesss i did LOL .,dat ironic yes lol,dat ironic yesss lol
0,"Fucking virus on my computer meant NO work was done last night  However, I did beat @ilmv (ben) at Wii bowling! ",fucking virus computer meant work done last night however beat ben wii bowling,fucking virus computer mean work night beat ben wii bowling
1,"@CrZy4Him girl, when you crash, it may last for 2 days ",girl crash may last 2 day,girl crash day
0,still looking after David. Been shopping and found lots of nice things but did not buy anything ,still looking david shopping found lot nice thing buy anything,look david shop find lot nice thing buy
1,@plowenthal This should answer you question  http://bit.ly/rTq2t ^AG,answer question ^ag,answer question ^ag
0,@El1217 Sorry I missed you   Hope you found a location and got to take part in the event!,sorry missed hope found location got take part event,sorry miss hope find location get event
0,"Goodbye, sweet sweet summer ",goodbye sweet sweet summer,goodbye sweet sweet summer
0,"It's rainning! Darn! We need it though, n it's coming down. ",rainning darn need though n coming,rainning darn need n come
0,Finished YG in time for The Hills! So great! I'll miss Lauren! ,finished yg time hill great ill miss lauren,finished yg time hills great ill miss lauren
0,@ChrisHangsleben what?!?!  boo why.....,boo,boo
0,@CHELLETASTIC no but he may as well have  I blame him cos we got ill on exactly the same day and our symptoms are shockingly similar haha!,may well blame co got ill exactly day symptom shockingly similar haha,blame cos get ill exactly day symptom shockingly similar haha
0,is finding it very hard to study when its so nice out ,finding hard study nice,find hard study nice
1,goin on a bike ride!! in the sunshine ,goin bike ride sunshine,goin bike ride sunshine
0,i seriously think i need a filling my tooth hurts ,seriously think need filling tooth hurt,seriously think need fill tooth hurt
1,"woke up, now having breakfast and online, as every morning (except holidays and weekends), haha. then bath and school! ",woke breakfast online every morning except holiday weekend haha bath school,wake have breakfast online morning holiday weekend haha bath school
1,"Morning Libby @conceptcv, and hi @ArsenalSarah, we certainly did thank you - got a tan and everything! ",morning libby hi certainly thank got tan everything,morning libby hi certainly thank get tan
0,good morning people been up sinces 7am this morning couldnt sleep i wanted a lie in ,good morning people sinces 7am morning couldnt sleep wanted lie,good morning people since morning not sleep want lie
1,Oh great I have to go to golf but atleast its a beautiful day ,oh great go golf atleast beautiful day,oh great golf atleast beautiful day
0,God I feel lousy.... ,god feel lousy,god feel lousy
0,"@gothboy07 two of my faves..that'd be nice..but if they come face to face.. poor Sweeney Todd.  no match for Harry,",two favesthatd nicebut come face face poor sweeney todd match harry,favesthatd nicebut come face face poor sweeney todd match harry
0,@plaintruthiness My first final is in 13 days ,first final 13 day,final day
0,@shug24 are ya lonely without me?!?  it it will help you sleep any better my pee pee is getting better! ;),ya lonely without help sleep better pee pee getting better,ya lonely help sleep well pee pee get well
1,@goatlady LOL - that's preferable anyway  Be a great shirt to have at W:O:A ;-) hehe,lol thats preferable anyway great shirt woa hehe,lol s preferable great shirt woa hehe
1,"Another gorgeous day in Costa Del Lowton. Internet is down so I'm going to soak up some rays, then work later  any excuse eh",another gorgeous day costa del lowton internet im going soak ray work later excuse eh,gorgeous day costa del lowton internet m go soak ray work later excuse eh
1,"@misshelen20 Hi Helen, little uns 2nd birthday today, so have had fun and games from 6.45am this morning!!  Tired now.... ",hi helen little un 2nd birthday today fun game 645am morning tired,hi helen little un nd birthday today fun game morning tired
1,I'm just the average girl-next-door who sits outside playing guitar for no one. Wishing there was a crowd. &lt;3 ,im average girlnextdoor sits outside playing guitar one wishing crowd lt3,m average girlnextdoor sit outside play guitar wish crowd lt
0,What is it with some companies and email-tennis? Just ANSWER the flippin' QUESTION! ,company emailtennis answer flippin question,company emailtenni answer flippin question
1,@ddlovato we love you more. please visit the Philippines! ,love please visit philippine,love visit philippines
0,trying to get twitter via txt workingggg ,trying get twitter via txt workingggg,try twitter txt workingggg
1,Sparkling.. Excited. Yum ,sparkling excited yum,sparkle excited yum
1,"@Joshyxspicenz Yeah, doesn't it look fierce?! Zachary Quinto doesn't have a Twitter, but he has MySpace, Facebook &amp; an official webpage! ",yeah doesnt look fierce zachary quinto doesnt twitter myspace facebook amp official webpage,yeah not look fierce zachary quinto not twitter myspace facebook amp official webpage
0,"Tomorrow we leave for a whirlwind west coast tour.  San Fran, Napa, Reno, Tahoe.  Now if only we could bring Teddy with us... ",tomorrow leave whirlwind west coast tour san fran napa reno tahoe could bring teddy u,tomorrow leave whirlwind west coast tour san fran napa reno tahoe bring teddy
0,making a CD for his bro montana... my shoulder hurts. ,making cd bro montana shoulder hurt,make cd bro montana shoulder hurt
0,@chimpocalypse i don't get the pun? &quot;holey&quot;? #punsareonlyfunnywhenigetthem ,dont get pun quotholeyquot,not pun quotholeyquot
0,work to hard  ................,work hard,work hard
1,Is going to a horse show then ignoring boys texts then eating cookie dough ,going horse show ignoring boy text eating cookie dough,go horse ignore boy text eat cookie dough
0,Penzance. Journey from hell. Low light coming about 10pm as light got low and I realised my headlights weren't working ,penzance journey hell low light coming 10pm light got low realised headlight werent working,penzance journey hell low light come pm light get low realise headlight not work
1,Ugh. I'm so tired. Waitin for the bus. @jpbabii202 good morning! ,ugh im tired waitin bus good morning,ugh m tired waitin bus good morning
1,i found my driving license and passport ,found driving license passport,find drive license passport
1,"for some odd reason, I never get sick of going to the mall ",odd reason never get sick going mall,odd reason sick go mall
0,I don't know what I want to do  I am sick of sunday,dont know want sick sunday,not know want sick sunday
0,The car is ok! But i cut my hand ,car ok cut hand,car ok cut hand
1,going to see Chicago today ,going see chicago today,go chicago today
1,luisa left like half an hour ago. crazy night w. 3hours of sleep. i'm not tired though. 2night are the movieawards (3am in Germany). ,luisa left like half hour ago crazy night w 3hours sleep im tired though 2night movieawards 3am germany,luisa leave like half hour ago crazy night w hour sleep m tired night movieaward germany
0,#inaperfectworld MEN WOULDNT TRY TO FUCK U IN THE AZZ. (Hot Flash)  Painful....,men wouldnt try fuck u azz hot flash painful,men wouldnt try fuck u azz hot flash painful
1,@MollydookerWine sure! Karly@live.ca thanks ,sure karlyca thanks,sure karlyca thank
0,@mixero mixero doesn't work well under Linux ,mixero doesnt work well linux,mixero not work linux
1,waking up to a beautiful morning the only down was i was having a great dream bagh! Well i get to work all day YAY  ,waking beautiful morning great dream bagh well get work day yay,wake beautiful morning have great dream bagh work day yay
0,@JohnnyGWeir I wish you eat less coffee.  I am concerned about  your health. but I am coffee holic too. LOL   Caffeine so adictive ,wish eat le coffee concerned health coffee holic lol caffeine adictive,wish eat coffee concerned health coffee holic lol caffeine adictive
1,"@MarcusRomer Just catching up, just saw you beat me to it with Salmon Dave!  #fishmusic",catching saw beat salmon dave,catch see beat salmon dave
0,@MonicaAyesha that sucks... ,suck,suck
1,@cliffhangernlv Ah...So it was no big...Funny how people freak out about these things tho! ,ahso bigfunny people freak thing tho,ahso bigfunny people freak thing tho
0,On my way to the dentist. Damn it! ,way dentist damn,way dentist damn
1,@AskJan yes please ,yes please,yes
1,"Just did three hours on the racing bike.  On my way to #momoams now, just crossing dam square! Running a bit late ",three hour racing bike way crossing dam square running bit late,hour racing bike way cross dam square run bit late
0,Remembering da old days ,remembering da old day,remember da old day
1,Omg today kinda sucked but there's always tomorrow ,omg today kinda sucked there always tomorrow,omg today kinda suck s tomorrow
0, One little boy with ants in his pants and his shirt and his hair - Angry Ants - Lots,one little boy ant pant shirt hair angry ant lot,little boy ant pant shirt hair angry ants lot
0,@ShantiSaha noooooooo Ma'am!!! I'm really gonna try to be sober.. But right now I just feel restless ,noooooooo maam im really gonna try sober right feel restless,noooooooo maam m go to try sober right feel restless
1,making german apple slice  nom nom nom,making german apple slice nom nom nom,make german apple slice nom nom nom
0,Why does everyone mistake me for a school kid!  am in a bloody medical college! Gonna b a doc in a few years!,everyone mistake school kid bloody medical college gonna b doc year,mistake school kid bloody medical college go to b doc year
1,@purple aw it was amazing! I'll tell you more on msn tomorrow ,aw amazing ill tell msn tomorrow,aw amazing ill tell msn tomorrow
1,~ I want to win my very own @Throwboy pillow! Retweet for a chance to win! TODAY ONLY! ,want win pillow retweet chance win today,want win pillow retweet chance win today
1,@kooksters Hi kuya sonny  champion na lakers hehe  kmusta kyo? ,hi kuya sonny champion na lakers hehe kmusta kyo,hi kuya sonny champion na laker hehe kmusta kyo
1,@JLSOfficial love the new song! hope you enjoyed the sun today ,love new song hope enjoyed sun today,love new song hope enjoy sun today
0,@whtuuptodana haha yesss  don't role your jeans up AFTER putting your suncream on...,haha yes dont role jean putting suncream,haha yesss not role jean put suncream
0,is tired. &amp; doesnt wanna do any more work.  x,tired amp doesnt wanna work x,tired amp not wanna work x
1,"Its funny how one night there is absolutely nothing on T.V. And another night there's so many good shows, you can't stay on 1 channel! Ha ",funny one night absolutely nothing tv another night there many good show cant stay 1 channel ha,funny night absolutely tv night s good show not stay channel ha
1,i wanna get on session quick wit my girlyss! haha  hit me,wanna get session quick wit girlyss haha hit,wanna session quick wit girlyss haha hit
0,@thebraysmommy ,,
1,@DaphnePawluczuk Wonderful news about your apartment space  I can't wait to see it.,wonderful news apartment space cant wait see,wonderful news apartment space not wait
1,yay for a beautiful Sunday ,yay beautiful sunday,yay beautiful sunday
0,@shiprat88 You are one silly girl! 12 Days till bubba's birthday party!!!!! Nowhere near being ready! ,one silly girl 12 day till bubbas birthday party nowhere near ready,silly girl days till bubbas birthday party near ready
0,i sound like a frog and cant stop coughing ,sound like frog cant stop coughing,sound like frog not stop cough
0,turns out I had gross misconceptions about how the legacy application I was migrating worked. Starting over ,turn gross misconception legacy application migrating worked starting,turn gross misconception legacy application migrate work start
1,"@CoronadoCookie Hi!  No worries, means just as much today!  It was a nice day!  ",hi worry mean much today nice day,hi worry mean today nice day
0,i hate spam email ,hate spam email,hate spam email
0,in mood to play CS... reliancebrdbnd sucks... ,mood play c reliancebrdbnd suck,mood play cs reliancebrdbnd suck
1,is singing and dancing to the hoedown throwdown ,singing dancing hoedown throwdown,singe dance hoedown throwdown
1,@gcoghill Grab and throw? Did I miss that? ,grab throw miss,grab throw miss
1,@Skeezoyd just kidding!  make yourson seeps please!,kidding make yourson seeps please,kid yourson seep
1,@moonfrye hahaha u are so funny ,hahaha u funny,hahaha u funny
0,guess im not going to the mermaid parade.... its rainy ,guess im going mermaid parade rainy,guess m go mermaid parade rainy
1,oh god... i wish i was famous  hehe,oh god wish famous hehe,oh god wish famous hehe
1,@ingvoldSTAR @JennaIsWriting If customers die off the premises in an untraceable fashion: companies'll keep doing it. ,customer die premise untraceable fashion companiesll keep,customer die premise untraceable fashion companiesll
1,let the saturday night begin. ,let saturday night begin,let saturday night begin
0,"Just spent 14 hrs on the road! Got in at 3:00am and I'm about to be at work... I hate starting my week like this, I need my sleep! ",spent 14 hr road got 300am im work hate starting week like need sleep,spend hrs road get m work hate start week like need sleep
1,@sonnyjoeflangan what movie?? ,movie,movie
1,I love spending time with Scout. It's so fun ,love spending time scout fun,love spend time scout fun
1,"@dariusbashar Are you doing the World Partnership Walk on Sunday too, I think I saw you on the blog? We're doing it with @karmacakedotca ",world partnership walk sunday think saw blog,world partnership walk sunday think see blog
0,@pudditatso im doing much better! feeling very positive! and You? Hows the wine? im not enjoying any tonite! ,im much better feeling positive hows wine im enjoying tonite,m well feel positive s wine m enjoy tonite
1,Woke up 7 am after sleeping at 5am for an important conference call.. meeting with the Big Guys! ,woke 7 sleeping 5am important conference call meeting big guy,wake sleep important conference meeting big guys
0,is just sick that she forgot to raid merritt island's office depot of her favorite-not-available-anywhere-else-pen. ,sick forgot raid merritt island office depot favoritenotavailableanywhereelsepen,sick forget raid merritt islands office depot favoritenotavailableanywhereelsepen
1,had a very good night .  hopefully its not over yet ... ;-),good night hopefully yet,good night hopefully
0,"Everyone goes all chaotic when it starts raining....on another note, my booties got soaked ",everyone go chaotic start rainingon another note booty got soaked,go chaotic start rainingon note bootie got soak
0,"@ddlovato I'm trying to reach my dreams, but it seems impossible  any advice?",im trying reach dream seems impossible advice,m try reach dream impossible advice
1,What Am I doing? Eerm..polishing my handcuffs  ,eermpolishing handcuff,eermpolishe handcuff
0,Just about to give son a lift as his motorcycle was stolen last night and he now has no transport ,give son lift motorcycle stolen last night transport,son lift motorcycle steal night transport
1,@_PurpleRose_  sure mama Rhix! kaya lang bkas pa pwede kainin eh.hehe! actually sa monday pa bday ni mader pero bukas na yng celebration ,_purplerose_ sure mama rhix kaya lang bkas pa pwede kainin ehhehe actually sa monday pa bday ni mader pero bukas na yng celebration,purplerose sure mama rhix kaya lang bkas pa pwede kainin ehhehe actually sa monday pa bday ni mader pero buka na yng celebration
1,"@technotrotter Guy we were out with is mentioned on P195, start of last paragraph - John Fleetwood, makes me seem entirely sane ",guy mentioned p195 start last paragraph john fleetwood make seem entirely sane,guy mention p start paragraph john fleetwood make entirely sane
0,I got a huge return last night..  i'm so broke right now. And pretty upset.,got huge return last night im broke right pretty upset,get huge return night m broke right pretty upset
1,@security4all  Flemish?,flemish,flemish
1,"@nattydapie hey I'm good  just ended up coming back home and played singstar, yea we can have our sundays back ) xx",hey im good ended coming back home played singstar yea sunday back xx,hey m good end come home play singstar yea sunday xx
0,"@ali1010101 Yes, the French exam we took last week was horrible. Just horrible ",yes french exam took last week horrible horrible,yes french exam take week horrible horrible
1,So well rested ,well rested,rest
0,broke another pair of earphones ,broke another pair earphone,break pair earphone
1,blah. reading stuff abt the 13th cent. ... yup it is boring. lunch! now ,blah reading stuff abt 13th cent yup boring lunch,blah read stuff abt th cent yup boring lunch
0,@victoriax3jonas aww victoria what's the matter ,aww victoria whats matter,aww victoria s matter
1,#thingsmummysaid @oddnari oh how many times i heard that from my gran  ,oh many time heard gran,oh time hear gran
1,@rachelarnold I did it for you.  ,,
0,"@katanilla Argh, hope it is not serious! ",argh hope serious,argh hope
1,"If you are up all night on Saturday with nothing else to do, watch WCG Ultimate Gamer at 3AM on USA Network starting this weekend ",night saturday nothing else watch wcg ultimate gamer 3am usa network starting weekend,night saturday watch wcg ultimate gamer usa network start weekend
0,is waiting for the meal ,waiting meal,wait meal
1,showing Jay how my mozilla twitter bar works ,showing jay mozilla twitter bar work,show jay mozilla twitter bar work
0,They won't fit my feet  @LakaiLTD: Where The Wild Things Are LE's dropping 10/1 with the movie's 10/16 premiere http://yfrog.com/0w7rzpj,wont fit foot wild thing le dropping 101 movie 1016 premiere,will not fit foot wild things les drop movie premiere
1,Gonna see the old classic Beverley Hills 90210.. And then my fave show.. FRIENDS  That's me ;b,gonna see old classic beverley hill 90210 fave show friend thats b,go to old classic beverley hills fave friend s b
0, Not a fan of jumping spiders . . I'm paranoid to go to sleep tonight. ;_;,fan jumping spider im paranoid go sleep tonight _,fan jump spider m paranoid sleep tonight
0,@Rhi1806 wow didnt know you were getting one so soon!! What model? hmmm. hope your back gets better. mine hurt a little while ago ,wow didnt know getting one soon model hmmm hope back get better mine hurt little ago,wow not know get soon model hmmm hope get well hurt little ago
0,Gone for exam two of the day.  wish me luck world.,gone exam two day wish luck world,go exam day wish luck world
0,@Emmmmm11 nope theres nothing to rp without you ,nope there nothing rp without,nope s rp
0,Why is it that I never finish papers at a normal hour? Great ill be up all night ,never finish paper normal hour great ill night,finish paper normal hour great ill night
0,"oh god i miss my best friend  and my boy friend, i've been deprived of them both ",oh god miss best friend boy friend ive deprived,oh god miss good friend boy friend ve deprive
0,shawna182_08 @flick_stack flickkk that number isnt workingggggg  *shawna*,shawna182_08 _stack flickkk number isnt workingggggg shawna,shawna stack flickkk number not workingggggg shawna
1,@cyclingweekly - Yup just one of those stages. Plenty of racing left = more exciting stuff coming. We've only just begun ,yup one stage plenty racing left exciting stuff coming weve begun,yup stage plenty racing leave exciting stuff come ve begin
1,@wizbiff   thanks for unblocking me wizbiff. ,thanks unblocking wizbiff,thank unblock wizbiff
1,HAD AN AWESOMELY FUN WEEKEND AT SARAHS!!!!!!!!! Wish Josh and Ron happy birthdays!!!! I love my friends    ,awesomely fun weekend sarah wish josh ron happy birthday love friend,awesomely fun weekend sarahs wish josh ron happy birthday love friend
0,Why has the sciatic discomfort chosen to return just as I'm about to try and get to bed? Got to be up at 8.45am!! ,sciatic discomfort chosen return im try get bed got 845am,sciatic discomfort choose return m try bed got
1,is planning a busy and hopefully nice weekend ,planning busy hopefully nice weekend,plan busy hopefully nice weekend
0,@DrewTse I get them in the middle of the night right in the arch of my foot ,get middle night right arch foot,middle night right arch foot
1,Great first sermon by @phillipsc  today is a 2 eucharist SPF 30 day....,great first sermon today 2 eucharist spf 30 day,great sermon today eucharist spf day
0,"-wishes she was at sway sway baby yesterday, getting so depressed lately ",wish sway sway baby yesterday getting depressed lately,wish sway sway baby yesterday get depressed lately
1,@thisislouise yuppers Bradie is coming ,yuppers bradie coming,yupper bradie come
